st,city,population,violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
Pennsylvania,Aliquippa,9197,72,182,84,81,17
Pennsylvania,"Allegheny Township, Blair County",6643,42,163,7,154,2
Pennsylvania,"Allegheny Township, Westmoreland County",8262,3,66,8,57,1
Pennsylvania,Allentown,119335,525,3198,670,2302,226
Pennsylvania,Altoona,45379,137,894,182,670,42
Pennsylvania,Ambler,6522,12,62,2,55,5
Pennsylvania,Ambridge,6858,101,267,64,196,7
Pennsylvania,Amity Township,12831,11,104,31,68,5
Pennsylvania,Annville Township,4882,19,49,11,36,2
Pennsylvania,Apollo,1598,3,14,3,11,0
Pennsylvania,Archbald,7093,23,63,8,53,2
Pennsylvania,Armagh Township,3826,6,23,6,16,1
Pennsylvania,Ashland,2743,28,88,24,55,9
Pennsylvania,Ashley,2729,13,62,19,42,1
Pennsylvania,Aspinwall,2774,3,31,8,23,0
Pennsylvania,Aston Township,16916,18,174,12,153,9
Pennsylvania,Athens Township,5107,6,174,7,167,0
Pennsylvania,Avalon,4658,14,75,8,64,3
Pennsylvania,Avis,1523,0,8,0,8,0
Pennsylvania,Avoca,2650,7,24,3,21,0
Pennsylvania,Avondale,1437,0,1,0,0,1
Pennsylvania,Avonmore Boro,982,0,0,0,0,0
Pennsylvania,Baldwin Borough,19732,11,122,26,91,5
Pennsylvania,Bangor,5224,26,97,21,73,3
Pennsylvania,Beaver,4418,4,83,11,71,1
Pennsylvania,Beaver Falls,8680,53,391,35,351,5
Pennsylvania,Bedford,2751,2,35,8,27,0
Pennsylvania,Bell Acres,1404,1,0,0,0,0
Pennsylvania,Bellevue,8283,29,176,36,139,1
Pennsylvania,Bellwood,1787,0,24,3,21,0
Pennsylvania,Ben Avon,1788,2,15,0,15,0
Pennsylvania,Ben Avon Heights,372,0,3,0,3,0
Pennsylvania,Bendersville,641,0,2,0,2,0
Pennsylvania,Bensalem Township,60420,109,1846,206,1543,97
Pennsylvania,Benton Area,1957,0,7,2,5,0
Pennsylvania,Berlin,2024,3,9,0,9,0
Pennsylvania,Bern Township,6918,4,59,9,50,0
Pennsylvania,Berwick,10274,25,225,45,176,4
Pennsylvania,Bessemer,1074,0,0,0,0,0
Pennsylvania,Bethel Park,32241,19,303,27,268,8
Pennsylvania,"Bethel Township, Berks County",4123,4,12,0,11,1
Pennsylvania,"Bethel Township, Delaware County",9198,3,81,18,62,1
Pennsylvania,Bethlehem Township,23900,17,378,26,345,7
Pennsylvania,Biglerville,1203,1,9,5,4,0
Pennsylvania,Birdsboro,5147,2,59,14,44,1
Pennsylvania,Birmingham Township,4269,1,19,9,9,1
Pennsylvania,Blair Township,4556,3,33,4,29,0
Pennsylvania,Blakely,6453,7,97,12,80,5
Pennsylvania,Blawnox,1421,3,3,2,1,0
Pennsylvania,Bloomsburg Town,14697,31,198,28,166,4
Pennsylvania,Blossburg,1533,0,2,1,1,0
Pennsylvania,Bonneauville,1816,0,4,1,3,0
Pennsylvania,Boyertown,4032,4,90,8,77,5
Pennsylvania,Brackenridge,3222,7,45,5,39,1
Pennsylvania,Bradford,8504,93,247,33,207,7
Pennsylvania,Bradford Township,4744,3,33,10,21,2
Pennsylvania,"Brecknock Township, Berks County",4619,0,35,13,19,3
Pennsylvania,Brentwood,9544,19,185,24,159,2
Pennsylvania,Briar Creek Township,3023,1,32,13,19,0
Pennsylvania,Bridgeville,5109,9,128,13,114,1
Pennsylvania,Bridgewater,694,0,20,5,13,2
Pennsylvania,Brighton Township,8365,6,27,4,22,1
Pennsylvania,Bristol,9564,21,243,24,204,15
Pennsylvania,Bristol Township,54059,94,1242,195,974,73
Pennsylvania,Brockway,2042,12,27,4,23,0
Pennsylvania,Brookhaven,8087,5,113,15,90,8
Pennsylvania,Brookville,3872,3,42,5,34,3
Pennsylvania,Brownsville,2283,6,40,14,22,4
Pennsylvania,Bryn Athyn,1402,0,8,0,7,1
Pennsylvania,Buckingham Township,20457,3,71,12,57,2
Pennsylvania,Buffalo Township,7229,2,70,11,53,6
Pennsylvania,Buffalo Valley Regional,12251,0,96,16,80,0
Pennsylvania,Burgettstown,1353,2,25,2,23,0
Pennsylvania,Bushkill Township,8433,16,37,6,30,1
Pennsylvania,Butler,13275,61,591,165,409,17
Pennsylvania,"Butler Township, Butler County",16784,20,494,28,462,4
Pennsylvania,"Butler Township, Luzerne County",9556,22,104,11,88,5
Pennsylvania,"Butler Township, Schuykill County",5935,3,20,10,9,1
Pennsylvania,"Caernarvon Township, Berks County",4027,1,69,11,56,2
Pennsylvania,California,7086,15,117,10,105,2
Pennsylvania,Callery,388,0,0,0,0,0
Pennsylvania,Caln Township,14247,71,301,17,278,6
Pennsylvania,Cambria Township,5934,9,125,4,121,0
Pennsylvania,Cambridge Springs,2514,1,6,1,5,0
Pennsylvania,Camp Hill,7892,0,62,7,55,0
Pennsylvania,Canonsburg,8909,6,87,6,81,0
Pennsylvania,Canton,1934,7,6,0,4,2
Pennsylvania,Carlisle,18961,45,520,65,451,4
Pennsylvania,Carmichaels,465,0,9,0,9,0
Pennsylvania,Carnegie,7898,20,189,37,142,10
Pennsylvania,Carrolltown,820,12,15,2,13,0
Pennsylvania,"Carroll Township, Washington County",5559,12,32,7,23,2
Pennsylvania,"Carroll Township, York County",6225,8,45,13,30,2
Pennsylvania,Carroll Valley,3918,2,42,4,36,2
Pennsylvania,Cass Township,1898,5,13,2,9,2
Pennsylvania,Castle Shannon,8263,6,41,8,30,3
Pennsylvania,Catasauqua,6531,3,107,13,82,12
Pennsylvania,Catawissa,1521,1,12,0,9,3
Pennsylvania,Cecil Township,12031,0,59,8,49,2
Pennsylvania,Center Township,11780,21,460,17,440,3
Pennsylvania,Centerville,3193,9,13,4,9,0
Pennsylvania,Central Berks Regional,9451,10,192,22,160,10
Pennsylvania,Central Bucks Regional,11313,11,124,22,99,3
Pennsylvania,Chalfont,4094,1,18,0,18,0
Pennsylvania,Chambersburg,20679,92,675,89,553,33
Pennsylvania,Charleroi Regional,6660,23,237,36,198,3
Pennsylvania,Chartiers Township,7928,5,55,8,44,3
Pennsylvania,Cheltenham Township,37084,76,898,138,744,16
Pennsylvania,Chester,34165,552,1005,281,592,132
Pennsylvania,Chester Township,4135,30,114,24,76,14
Pennsylvania,Chippewa Township,8208,4,276,7,265,4
Pennsylvania,Christiana,1170,3,29,4,22,3
Pennsylvania,Churchill,2988,15,41,6,34,1
Pennsylvania,Clairton,6704,41,131,46,72,13
Pennsylvania,Clarion,4711,9,61,6,54,1
Pennsylvania,Clarks Summit,6506,8,19,1,18,0
Pennsylvania,Claysville,810,1,4,2,2,0
Pennsylvania,Clearfield,6030,52,163,13,144,6
Pennsylvania,Clifton Heights,6672,31,115,15,93,7
Pennsylvania,Coaldale,2206,5,2,0,2,0
Pennsylvania,Coal Township,10556,15,216,36,177,3
Pennsylvania,Coatesville,13179,111,330,61,241,28
Pennsylvania,Cochranton,1114,0,7,4,3,0
Pennsylvania,Collegeville,5381,10,62,9,53,0
Pennsylvania,Collier Township,8004,6,201,12,186,3
Pennsylvania,Collingdale,8801,95,265,50,200,15
Pennsylvania,Colonial Regional,20152,7,465,22,437,6
Pennsylvania,Columbia,10379,24,241,36,192,13
Pennsylvania,"Conemaugh Township, Cambria County",1928,3,6,2,3,1
Pennsylvania,"Conemaugh Township, Somerset County",7044,5,54,12,40,2
Pennsylvania,"Conewago Township, Adams County",7136,4,54,9,45,0
Pennsylvania,Conewango Township,3476,12,126,9,117,0
Pennsylvania,Conneaut Lake Regional,3524,1,30,7,21,2
Pennsylvania,Connellsville,7485,37,325,60,264,1
Pennsylvania,Conoy Township,3446,4,21,2,18,1
Pennsylvania,Conshohocken,7908,2,83,8,72,3
Pennsylvania,Conway,2150,0,54,0,53,1
Pennsylvania,Conyngham,1882,0,11,1,10,0
Pennsylvania,Coopersburg,2411,2,25,0,24,1
Pennsylvania,Coplay,3230,6,46,13,32,1
Pennsylvania,Coraopolis,5611,35,110,18,87,5
Pennsylvania,Cornwall,4219,3,2,1,1,0
Pennsylvania,Corry,6421,40,296,68,224,4
Pennsylvania,Coudersport,2484,7,5,1,4,0
Pennsylvania,Courtdale,731,0,5,2,3,0
Pennsylvania,Covington Township,2322,2,20,4,16,0
Pennsylvania,Crafton,6354,28,221,22,187,12
Pennsylvania,Cranberry Township,30697,7,462,22,437,3
Pennsylvania,Crescent Township,2618,8,15,3,12,0
Pennsylvania,Cresson,1636,1,25,0,25,0
Pennsylvania,Cresson Township,2537,2,13,1,12,0
Pennsylvania,Croyle Township,2291,0,9,0,9,0
Pennsylvania,"Cumberland Township, Adams County",6199,3,53,18,34,1
Pennsylvania,"Cumberland Township, Greene County",6425,14,113,20,88,5
Pennsylvania,Cumru Township,15200,7,239,34,194,11
Pennsylvania,Curwensville,2473,29,23,3,17,3
Pennsylvania,Dale,1176,1,26,10,16,0
Pennsylvania,Dallas,2784,6,30,5,25,0
Pennsylvania,Dallas Township,9294,4,77,18,55,4
Pennsylvania,Dalton,1234,5,32,10,21,1
Pennsylvania,Danville,4731,24,72,5,66,1
Pennsylvania,Darby,10697,283,386,100,250,36
Pennsylvania,Darby Township,9328,54,191,23,163,5
Pennsylvania,Darlington Township,1933,0,30,8,21,1
Pennsylvania,Delano Township,429,0,1,0,1,0
Pennsylvania,Delmont,2643,2,23,3,20,0
Pennsylvania,Denver,3870,2,32,6,24,2
Pennsylvania,Derry,2595,6,3,2,0,1
Pennsylvania,"Derry Township, Dauphin County",24930,28,384,68,304,12
Pennsylvania,Donegal Township,2436,6,23,2,20,1
Pennsylvania,Donora,4661,6,45,12,29,4
Pennsylvania,Dormont,8496,14,92,16,74,2
Pennsylvania,"Douglass Township, Berks County",3534,2,42,15,27,0
Pennsylvania,"Douglass Township, Montgomery County",10449,14,115,8,103,4
Pennsylvania,Downingtown,7947,13,182,12,162,8
Pennsylvania,Doylestown Township,17463,13,189,31,149,9
Pennsylvania,Dublin Borough,2146,3,15,3,12,0
Pennsylvania,Du Bois,7596,24,178,9,164,5
Pennsylvania,Duboistown,1215,0,0,0,0,0
Pennsylvania,Dunbar,1014,1,15,2,13,0
Pennsylvania,Dunnstable Township,1021,0,1,0,1,0
Pennsylvania,Dupont,2702,5,30,8,22,0
Pennsylvania,Duquesne,5509,70,255,108,131,16
Pennsylvania,Duryea,4912,6,55,13,39,3
Pennsylvania,Earl Township,7178,4,60,9,48,3
Pennsylvania,East Berlin,1525,0,0,0,0,0
Pennsylvania,East Bethlehem Township,2301,6,35,7,28,0
Pennsylvania,East Brandywine Township,8387,4,34,3,31,0
Pennsylvania,East Cocalico Township,10465,6,81,15,60,6
Pennsylvania,East Coventry Township,6771,3,45,6,38,1
Pennsylvania,East Deer Township,1485,4,24,3,19,2
Pennsylvania,East Earl Township,6800,0,52,7,42,3
Pennsylvania,Eastern Adams Regional,7347,0,42,4,38,0
Pennsylvania,Eastern Pike Regional,4642,13,198,12,184,2
Pennsylvania,East Fallowfield Township,7591,4,35,13,22,0
Pennsylvania,East Hempfield Township,24287,20,390,56,323,11
Pennsylvania,East Lampeter Township,17019,26,593,55,532,6
Pennsylvania,East Lansdowne,2668,12,81,23,55,3
Pennsylvania,East Marlborough Township,7302,1,24,1,23,0
Pennsylvania,East McKeesport,2690,4,8,2,5,1
Pennsylvania,East Norriton Township,14219,29,285,10,272,3
Pennsylvania,Easton,27116,79,511,59,433,19
Pennsylvania,East Pennsboro Township,21570,11,182,26,153,3
Pennsylvania,East Petersburg,4520,3,20,2,18,0
Pennsylvania,East Pikeland Township,7423,3,40,8,31,1
Pennsylvania,East Rochester,550,1,43,2,39,2
Pennsylvania,East Taylor Township,2606,1,12,7,4,1
Pennsylvania,Easttown Township,10635,20,61,10,50,1
Pennsylvania,East Union Township,1611,1,1,0,1,0
Pennsylvania,East Vincent Township,6867,6,46,14,32,0
Pennsylvania,East Washington,1965,0,33,3,30,0
Pennsylvania,East Whiteland Township,10773,4,115,15,90,10
Pennsylvania,Ebensburg,3211,11,39,7,29,3
Pennsylvania,Economy,9371,2,134,8,123,3
Pennsylvania,Eddystone,2409,26,308,7,300,1
Pennsylvania,Edgewood,3080,3,171,9,160,2
Pennsylvania,Edgeworth,1672,0,3,1,2,0
Pennsylvania,Edinboro,6438,5,81,13,68,0
Pennsylvania,Elizabeth,2007,1,12,7,4,1
Pennsylvania,Elizabethtown,11625,12,167,34,133,0
Pennsylvania,Elizabeth Township,13278,13,108,26,81,1
Pennsylvania,Ellwood City,7627,10,169,22,145,2
Pennsylvania,Emlenton Borough,600,1,10,1,9,0
Pennsylvania,Emmaus,11364,4,173,18,146,9
Pennsylvania,Emporium,1938,5,32,2,30,0
Pennsylvania,Emsworth,2428,0,24,2,22,0
Pennsylvania,Ephrata,13949,43,176,21,150,5
Pennsylvania,Ephrata Township,10285,7,167,16,148,3
Pennsylvania,Erie,98887,430,2499,665,1719,115
Pennsylvania,Etna,3414,4,59,11,46,2
Pennsylvania,Everett,1762,2,20,1,19,0
Pennsylvania,Exeter,5592,18,85,16,63,6
Pennsylvania,"Exeter Township, Berks County",25812,19,398,32,360,6
Pennsylvania,Fairfield,506,0,4,1,3,0
Pennsylvania,"Fairview Township, Luzerne County",4487,0,34,4,30,0
Pennsylvania,"Fairview Township, York County",17122,23,194,19,168,7
Pennsylvania,Fayette City,584,0,3,1,2,0
Pennsylvania,Ferguson Township,18462,5,143,17,119,7
Pennsylvania,Ferndale,1561,0,0,0,0,0
Pennsylvania,Findlay Township,5513,2,50,7,40,3
Pennsylvania,Folcroft,6643,24,141,26,108,7
Pennsylvania,Ford City,2897,3,37,7,30,0
Pennsylvania,Forest City,1803,5,41,7,34,0
Pennsylvania,Forest Hills,6467,10,126,19,104,3
Pennsylvania,Forks Township,15334,2,160,2,156,2
Pennsylvania,Forty Fort,4127,0,60,8,50,2
Pennsylvania,"Foster Township, McKean County",4211,5,31,2,27,2
Pennsylvania,Fountain Hill,4628,12,130,16,111,3
Pennsylvania,Fox Chapel,5404,3,20,2,18,0
Pennsylvania,Frackville,3723,11,23,1,19,3
Pennsylvania,Franconia Township,13304,13,96,9,83,4
Pennsylvania,Franklin,6304,12,154,28,121,5
Pennsylvania,Franklin Park,14462,1,57,15,42,0
Pennsylvania,"Franklin Township, Beaver County",3987,3,51,3,48,0
Pennsylvania,"Franklin Township, Carbon County",4176,9,36,11,25,0
Pennsylvania,Frazer Township,1156,3,273,4,269,0
Pennsylvania,Freedom Township,3432,1,75,5,69,1
Pennsylvania,Freemansburg,2620,2,34,9,21,4
Pennsylvania,Freeport,1756,7,6,1,5,0
Pennsylvania,Gaines Township,551,0,5,1,4,0
Pennsylvania,Gallitzin,1849,1,8,0,8,0
Pennsylvania,Gallitzin Township,1290,0,0,0,0,0
Pennsylvania,Geistown,2372,6,35,7,25,3
Pennsylvania,Gettysburg,7640,21,103,17,84,2
Pennsylvania,Girard,3025,5,31,3,27,1
Pennsylvania,Girardville,1483,5,13,10,2,1
Pennsylvania,Glassport,4435,9,170,24,140,6
Pennsylvania,Glenolden,7180,25,160,24,129,7
Pennsylvania,Granville Township,5062,0,129,10,117,2
Pennsylvania,Great Bend,692,0,1,0,1,0
Pennsylvania,Greencastle,4052,2,62,5,56,1
Pennsylvania,"Greenfield Township, Blair County",4094,2,29,0,29,0
Pennsylvania,Greensburg,14495,28,366,63,294,9
Pennsylvania,Green Tree,5148,24,61,12,49,0
Pennsylvania,Greenville,5851,19,45,14,28,3
Pennsylvania,Grove City,8192,10,126,16,106,4
Pennsylvania,Halifax,831,0,3,0,3,0
Pennsylvania,Hamburg,4350,19,82,19,61,2
Pennsylvania,Hampden Township,29250,11,274,20,246,8
Pennsylvania,Hanover,15494,24,453,27,419,7
Pennsylvania,"Hanover Township, Luzerne County",10948,40,209,38,162,9
Pennsylvania,Harmar Township,3124,4,59,4,53,2
Pennsylvania,Harrisville,882,0,4,0,4,0
Pennsylvania,Hartleton,285,0,0,0,0,0
Pennsylvania,Harveys Lake,2773,1,23,0,22,1
Pennsylvania,Hatboro,7441,1,75,14,60,1
Pennsylvania,Hatfield Township,20990,15,241,19,214,8
Pennsylvania,Haverford Township,49011,25,591,62,522,7
Pennsylvania,Hawley,1151,0,2,0,2,0
Pennsylvania,Hazleton,24834,104,511,120,352,39
Pennsylvania,Heidelberg,1237,2,3,0,3,0
Pennsylvania,"Heidelberg Township, Berks County",1732,1,11,1,10,0
Pennsylvania,Hellam Township,8656,22,58,15,39,4
Pennsylvania,Hellertown,5848,17,78,8,70,0
Pennsylvania,Hemlock Township,2277,2,149,2,144,3
Pennsylvania,"Hempfield Township, Mercer County",3729,8,76,12,64,0
Pennsylvania,Hermitage,16054,26,393,37,351,5
Pennsylvania,Hickory Township,2431,1,21,10,11,0
Pennsylvania,Highland Township,1289,1,5,1,3,1
Pennsylvania,Highspire,2373,24,67,8,58,1
Pennsylvania,Hilltown Township,15230,17,244,20,218,6
Pennsylvania,Hollidaysburg,5776,9,48,5,42,1
Pennsylvania,Homestead,3125,45,282,40,234,8
Pennsylvania,Honesdale,4219,2,96,28,65,3
Pennsylvania,Honey Brook,1772,0,0,0,0,0
Pennsylvania,Hooversville,620,0,4,0,4,0
Pennsylvania,Hop Bottom Borough,311,0,0,0,0,0
Pennsylvania,Hopewell Township,12511,9,150,20,126,4
Pennsylvania,Horsham Township,26652,11,214,29,170,15
Pennsylvania,Hughestown,1391,4,18,5,11,2
Pennsylvania,Hughesville,2115,2,27,3,23,1
Pennsylvania,Hulmeville,998,1,8,1,7,0
Pennsylvania,Hummelstown,4558,8,41,8,33,0
Pennsylvania,Huntingdon,7025,24,65,3,62,0
Pennsylvania,"Independence Township, Beaver County",2453,1,9,1,5,3
Pennsylvania,"Independence Township, Washington County",1521,1,4,0,3,1
Pennsylvania,Indiana,14247,170,289,37,250,2
Pennsylvania,Indiana Township,7321,3,41,4,36,1
Pennsylvania,Indian Lake,392,0,1,0,1,0
Pennsylvania,Irwin,3862,10,56,4,50,2
Pennsylvania,Ivyland,1054,1,5,0,5,0
Pennsylvania,"Jackson Township, Butler County",3577,2,26,17,9,0
Pennsylvania,"Jackson Township, Cambria County",4217,0,7,1,6,0
Pennsylvania,"Jackson Township, Luzerne County",4637,1,17,3,14,0
Pennsylvania,Jamestown,596,1,2,0,2,0
Pennsylvania,Jeannette,9340,8,67,19,48,0
Pennsylvania,Jefferson Hills Borough,11379,12,68,9,55,4
Pennsylvania,"Jefferson Township, Lackawanna County",3769,2,6,0,5,1
Pennsylvania,"Jefferson Township, Mercer County",1884,1,10,7,3,0
Pennsylvania,"Jefferson Township, Washington County",1159,0,0,0,0,0
Pennsylvania,Jenkins Township,4456,3,53,17,36,0
Pennsylvania,Jenkintown,4450,1,41,4,37,0
Pennsylvania,Jermyn,2142,18,27,8,17,2
Pennsylvania,Jim Thorpe,4661,9,89,9,77,3
Pennsylvania,Johnsonburg,2388,0,13,2,11,0
Pennsylvania,Johnstown,21463,105,691,195,472,24
Pennsylvania,Kane,3610,4,51,16,34,1
Pennsylvania,Kenhorst,2861,5,69,21,46,2
Pennsylvania,Kennedy Township,8123,21,158,11,145,2
Pennsylvania,Kennett Square,6169,8,70,12,48,10
Pennsylvania,Kennett Township,8087,6,44,12,27,5
Pennsylvania,Kidder Township,1941,13,62,7,50,5
Pennsylvania,Kilbuck Township,693,0,9,1,8,0
Pennsylvania,Kingston,12949,24,265,39,221,5
Pennsylvania,Kingston Township,6971,6,53,7,45,1
Pennsylvania,Kline Township,1401,1,27,8,19,0
Pennsylvania,Knox,1116,0,15,1,12,2
Pennsylvania,Koppel,743,3,18,0,15,3
Pennsylvania,Kulpmont,2868,12,20,3,16,1
Pennsylvania,Kutztown,5015,5,84,16,67,1
Pennsylvania,Lake City,2960,4,44,7,37,0
Pennsylvania,Lancaster,59295,472,2168,255,1827,86
Pennsylvania,"Lancaster Township, Butler County",2509,1,21,4,16,1
Pennsylvania,"Lancaster Township, Lancaster County",17211,26,379,44,326,9
Pennsylvania,Lanesboro,479,0,0,0,0,0
Pennsylvania,Langhorne Borough,1598,2,14,1,12,1
Pennsylvania,Langhorne Manor,1432,1,12,1,11,0
Pennsylvania,Lansdale,16539,19,227,33,188,6
Pennsylvania,Lansdowne,10647,24,348,53,286,9
Pennsylvania,Lansford,3812,17,54,12,42,0
Pennsylvania,Latimore Township,2589,1,8,2,6,0
Pennsylvania,Latrobe,8080,20,151,10,135,6
Pennsylvania,Laureldale,3891,2,37,4,25,8
Pennsylvania,Lawrence Park Township,3857,4,30,1,28,1
Pennsylvania,"Lawrence Township, Tioga County",1724,5,0,0,0,0
Pennsylvania,Lebanon,25599,84,667,119,488,60
Pennsylvania,Leetsdale,1203,0,40,4,35,1
Pennsylvania,Leet Township,1624,0,0,0,0,0
Pennsylvania,Lehighton,5334,14,111,27,74,10
Pennsylvania,"Lehigh Township, Northampton County",10415,5,86,22,61,3
Pennsylvania,"Lehigh Township, Wayne County",1783,0,0,0,0,0
Pennsylvania,Lehman Township,3490,14,20,3,13,4
Pennsylvania,Lewistown,8289,51,265,53,207,5
Pennsylvania,Liberty,2528,4,11,0,9,2
Pennsylvania,Ligonier,1544,2,6,1,5,0
Pennsylvania,Limerick Township,18921,16,462,20,439,3
Pennsylvania,Linesville,1001,0,8,3,5,0
Pennsylvania,Lititz,9404,5,49,7,42,0
Pennsylvania,Littlestown,4451,9,51,2,45,4
Pennsylvania,Lock Haven,9887,19,175,30,143,2
Pennsylvania,Locust Township,1421,1,10,1,9,0
Pennsylvania,Loretto,1310,0,2,0,1,1
Pennsylvania,Lower Allen Township,19195,15,388,25,362,1
Pennsylvania,Lower Burrell,11475,9,185,28,155,2
Pennsylvania,Lower Frederick Township,4908,8,23,1,22,0
Pennsylvania,Lower Gwynedd Township,11586,21,162,16,139,7
Pennsylvania,Lower Heidelberg Township,5927,8,29,2,27,0
Pennsylvania,Lower Mahanoy Township,1692,0,0,0,0,0
Pennsylvania,Lower Makefield Township,32719,8,362,47,304,11
Pennsylvania,Lower Merion Township,58369,32,990,136,831,23
Pennsylvania,Lower Moreland Township,13266,9,139,32,105,2
Pennsylvania,Lower Paxton Township,48265,113,773,138,620,15
Pennsylvania,Lower Pottsgrove Township,12222,23,243,27,207,9
Pennsylvania,Lower Providence Township,25750,51,269,42,216,11
Pennsylvania,Lower Salford Township,15438,3,50,3,47,0
Pennsylvania,Lower Saucon Township,10797,3,84,14,69,1
Pennsylvania,Lower Southampton Township,19031,75,312,47,249,16
Pennsylvania,Lower Swatara Township,8756,4,76,14,62,0
Pennsylvania,Lower Windsor Township,7444,11,66,8,56,2
Pennsylvania,Luzerne Township,5900,0,9,2,7,0
Pennsylvania,Lykens,1757,2,1,0,1,0
Pennsylvania,Macungie,3127,1,18,1,16,1
Pennsylvania,Mahanoy City,4064,4,64,11,48,5
Pennsylvania,"Mahoning Township, Carbon County",4245,11,170,20,149,1
Pennsylvania,"Mahoning Township, Lawrence County",2969,2,29,11,14,4
Pennsylvania,"Mahoning Township, Montour County",4281,6,42,5,36,1
Pennsylvania,Main Township,1311,0,1,1,0,0
Pennsylvania,Malvern,3557,2,18,0,18,0
Pennsylvania,Manheim,4871,26,145,31,111,3
Pennsylvania,Manheim Township,39614,24,599,43,545,11
Pennsylvania,Manor,3324,2,15,2,12,1
Pennsylvania,"Manor Township, Lancaster County",20625,23,186,31,142,13
Pennsylvania,Mansfield,3493,0,4,1,3,0
Pennsylvania,Marcus Hook,2400,24,102,16,84,2
Pennsylvania,Marietta,2608,0,37,8,28,1
Pennsylvania,"Marion Township, Beaver County",901,0,3,0,2,1
Pennsylvania,"Marion Township, Berks County",1850,0,11,5,6,0
Pennsylvania,Marlborough Township,3327,2,21,7,14,0
Pennsylvania,Marple Township,23777,5,322,16,302,4
Pennsylvania,Mars,1654,0,2,1,1,0
Pennsylvania,Martinsburg,1913,1,10,0,10,0
Pennsylvania,Marysville,2522,2,15,2,12,1
Pennsylvania,Masontown,3387,4,79,14,63,2
Pennsylvania,Mayfield,1771,0,0,0,0,0
Pennsylvania,McCandless,29014,20,235,15,219,1
Pennsylvania,McDonald Borough,2097,2,31,3,27,1
Pennsylvania,McKeesport,21290,379,591,177,383,31
Pennsylvania,McKees Rocks,6032,100,329,100,206,23
Pennsylvania,McSherrystown,3050,4,24,2,20,2
Pennsylvania,Meadville,13204,27,272,59,207,6
Pennsylvania,Mechanicsburg,8967,15,170,20,149,1
Pennsylvania,Media,5349,23,77,11,65,1
Pennsylvania,Mercer,1939,1,36,8,28,0
Pennsylvania,Mercersburg,1560,4,16,2,13,1
Pennsylvania,Meshoppen,1475,8,38,4,34,0
Pennsylvania,Meyersdale,2089,1,9,2,7,0
Pennsylvania,Middleburg,1305,1,23,2,20,1
Pennsylvania,"Middlesex Township, Butler County",5533,3,40,6,30,4
Pennsylvania,"Middlesex Township, Cumberland County",7328,4,146,17,121,8
Pennsylvania,Middletown,8852,15,100,16,84,0
Pennsylvania,Middletown Township,45306,41,998,90,886,22
Pennsylvania,Midland,2565,7,59,12,47,0
Pennsylvania,Midway,892,0,14,4,10,0
Pennsylvania,Mifflinburg,3529,2,20,3,17,0
Pennsylvania,Mifflin County Regional,16863,10,163,38,115,10
Pennsylvania,Milford,979,3,29,3,26,0
Pennsylvania,Millbourne,1163,20,47,8,37,2
Pennsylvania,"Millcreek Township, Erie County",54123,50,834,167,649,18
Pennsylvania,"Millcreek Township, Lebanon County",5557,2,16,1,15,0
Pennsylvania,Millersburg,2529,4,43,14,29,0
Pennsylvania,Millersville,8562,11,103,11,90,2
Pennsylvania,Mill Hall,1624,0,0,0,0,0
Pennsylvania,Millville,959,3,7,1,6,0
Pennsylvania,Milton,6970,32,118,32,86,0
Pennsylvania,Minersville,4239,7,19,5,12,2
Pennsylvania,Mohnton,3031,5,25,4,20,1
Pennsylvania,Monaca,5661,7,96,11,76,9
Pennsylvania,Monessen,7484,69,242,54,176,12
Pennsylvania,Monongahela,4184,10,124,37,82,5
Pennsylvania,Monroeville,28270,70,607,58,532,17
Pennsylvania,Montgomery,1569,1,3,1,2,0
Pennsylvania,Montgomery Township,26234,18,365,24,339,2
Pennsylvania,Montoursville,4576,6,90,6,84,0
Pennsylvania,Moon Township,25868,16,208,22,181,5
Pennsylvania,Moosic,5672,30,200,23,164,13
Pennsylvania,Morris-Cooper Regional,5586,6,31,2,27,2
Pennsylvania,Morton,2695,6,103,4,96,3
Pennsylvania,Moscow,1997,5,12,2,9,1
Pennsylvania,Mount Carmel,5762,67,161,39,112,10
Pennsylvania,Mount Carmel Township,3087,10,30,2,26,2
Pennsylvania,Mount Gretna Borough,196,1,0,0,0,0
Pennsylvania,Mount Holly Springs,2033,1,23,7,15,1
Pennsylvania,Mount Joy,8153,18,101,9,91,1
Pennsylvania,Mount Lebanon,32871,13,263,39,218,6
Pennsylvania,Mount Oliver,3366,62,133,30,96,7
Pennsylvania,Mount Pleasant,4376,12,68,24,43,1
Pennsylvania,Mount Pleasant Township,3511,0,11,0,11,0
Pennsylvania,Mountville,2858,7,33,2,28,3
Pennsylvania,Muhlenberg Township,19909,24,479,36,422,21
Pennsylvania,Muncy,2448,1,22,6,16,0
Pennsylvania,Muncy Township,1103,0,82,4,78,0
Pennsylvania,Munhall,11281,15,91,12,78,1
