est_number,company,street,city,st,zip,phone,grant_date,activities,dbas
V46885,"Sysco Raleigh, LLC",1032 Baugh Road,Selma,NC,27576,(919) 755-2446,2015-09-08,"Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
M40353+P40353+V40353,Sysco South Florida,12500 Sysco Way,Medley,FL,33178,(305) 770-5514,2010-09-24,"Identification - Meat, Identification - Poultry",
M8983+P8983,"Sysco Western Minnesota, Inc.",809 SW Highway 10,St Cloud,MN,56304,(320) 257-3200,2015-08-13,"Meat Processing, Poultry Processing",Appert's Foodservice
V45857,Systems Service of America,13250 Philadelphia Ave.,Fontana,CA,92337,(951) 968-7800,2016-07-18,"Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
V34395,"Systems Services of America, Inc.",1029 Montague Expressway,Milpitas,CA,95035,(503) 256-4770,2007-07-13,"Certification - Export, Identification - Meat, Identification - Poultry",
M18938+P18938,T & B Food Corp.,15-10 130th Street,College Point,NY,11356,(718) 384-3838,2014-07-29,"Meat Processing, Poultry Processing",
M19930+P19930,T & L Creative Salads,148 Allen Blvd.,Farmingdale,NY,11735,(718) 272-6400,2016-02-25,"Meat Processing, Poultry Processing",
P1156,"T & LT Tamales, LLC",132 Highway 49 South,Bentonia,MS,39040,(601) 613-4654,2011-10-20,Poultry Processing,
M9211+P9211,"T & T Foods, Inc.",3080 E 50th St.,Vernon,CA,90058,(323) 588-2158,2005-10-20,"Meat Processing, Poultry Processing",Colonel Lee's Enterprises
M34377+V34377,T & W Meat Company,1330 W Ave D,Kingman,KS,67068,(620) 532-3377,2011-04-08,"Meat Processing, Meat Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
V18073A,"T C Trading Company, Inc.",1505 Odell Road,Blaine,WA,98230,(360) 332-5656,2011-05-20,"Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
M272+P272,"T. F. Kinnealey Co., Inc.",1100 Pearl Street,Brockton,MA,2301,(508) 638-7700,2016-10-27,"Meat Processing, Poultry Processing",
M19522+P19522,T. HO FOODS,7124 Small Creek Way,Powell,TN,37849,(865) 947-7618,2004-07-08,"Meat Processing, Poultry Processing",
M6530+P6530,"T. O. Williams, Inc.",300 Wythe Street,Portsmouth,VA,23705,(757) 397-0771,2003-09-11,"Meat Processing, Poultry Processing",
M2930,T. Piekutowski European Style Sausage,4100 North Florissant,St Louis,MO,63107,(314) 453-4625,1975-02-06,Meat Processing,
M10139+P10139,"T. Wigley, Inc.",1537 Hale Street,Detroit,MI,48207,(313) 831-6881,2004-08-20,"Meat Processing, Poultry Processing",Wigleys
M4567+P4567,"T.A. Morris Sons, Inc.",50 Saw Grass Drive,Bellport,NY,11713,(631) 205-0661,2006-12-21,"Meat Processing, Poultry Processing",
M9771+P9771,"T.A.I.F., Inc",600 Kaiser Drive,Folcroft,PA,19032,(610) 522-0122,2014-08-12,"Meat Processing, Poultry Processing",Talluto's
M34243+P34243,T.G. Meat Center,508 Wallace Street,East Bernard,TX,77435,(979) 335-4425,2014-06-10,"Meat Processing, Meat Slaughter, Poultry Processing",
M11504+P11504,T.L. Herring & Co.,2101 Old Stantonsburg Road,Wilson,NC,27895,(252) 291-1141,2005-06-17,"Meat Processing, Poultry Processing",
M4538+P4538,"T.O. Nam Sausage, Inc.",444 Wellington Avenue,Cranston,RI,2910,(401) 273-9620,2015-06-15,"Meat Processing, Poultry Processing",
M1122,T.P. Enterprizes,2428 GA Hwy. 133 South,Moultrie,GA,31788,(229) 985-1487,2012-10-04,"Meat Processing, Meat Slaughter",
V40457,T.W Food Distributors,2375 Vista Parkway,West Palm Beach,FL,33407,(561) 721-9333,2011-01-20,"Certification - Export, Identification - Meat, Identification - Poultry",
M4934+P4934,T&J Sausage Kitchen,2831 E. Miraloma ave,Anaheim,CA,92806,(714) 632-8350,2014-01-27,"Meat Processing, Poultry Processing",
M40272+P40272,"Taaza Fresh Global Food, Inc.",8903 Sovereign Row,Dallas,TX,75247,(214) 879-0005,2011-02-18,"Meat Processing, Poultry Processing",
M34604+P34604,Taco Loco Products,600 West International,Anchorage,AK,99518,(970) 561-1648,2008-07-02,Meat Processing,
M45091+P45091,"Taher, Inc.",10205 51st Ave. N,Plymouth,MN,55442,(952) 345-2881,2013-04-05,"Meat Processing, Poultry Processing",
M45287+P45287,Tahoe Tony's LLC,1649 Lucern Street Unit C,Minden,NV,89423,(775) 392-0858,2016-05-20,Meat Processing,
M18853A,Tamales By La Casita Inc.,3561 Tejon Street,Denver,CO,80211,(303) 477-2899,2006-06-19,Meat Processing,
M13367,Tan Dinh Food Products Corp.,14602-B Lillja Road,Houston,TX,77060,(281) 820-4835,2004-05-14,Meat Processing,
M45150+P45150,"Tandem USA, LLC",518 Lunt Ave.,Schaumburg,IL,60193,(609) 233-5967,2013-07-01,"Meat Processing, Poultry Processing",
M48107+P48107,Tang LLC,5706 Troost Ave.,Kansas City,MO,64110,(913) 206-9492,2015-11-18,"Meat Processing, Poultry Processing",
M45848+P45848,"Tanks Meats, Inc.",3355 State Route 51,Elmore,OH,43416,(419) 862-3312,2016-06-14,"Meat Processing, Poultry Processing",
M8119+P8119,Tarantino Wholesale Foods,7651 Saint Andrews Avenue,San Diego,CA,92154,(619) 232-7585,2016-02-19,"Meat Processing, Poultry Processing",
M20290+P20290+V20290,"Targhee Brands, Inc.",8149 South 600 East,Rexburg,ID,83440,(208) 359-2710,1998-03-30,"Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry",
M9495+P9495,TASE-RITE CO. INC.,1211 KINGSTOWN ROAD,PEACE DALE,RI,2883,(401) 783-7300,1993-03-19,"Meat Processing, Poultry Processing",
M34707+P34707,Taste of Italy,1301 Bremen Avenue,Egg Harbor City,NJ,8215,(856) 223-0707,2016-08-16,"Meat Processing, Poultry Processing",
M4219+P4219+V4219,Taste Traditions of Omaha,9097 F Street,Omaha,NE,68127,(402) 339-7000,2012-08-09,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",Braunger Foods; Deli International; DI Manufacturing; Taste Traditions ; Taste Traditions of Omaha; The Thompson Company; Variety Foods
M48145+P48145,"Tastee Bites, LLC",3560 Murray St.,Marinette,WI,54143,(715) 732-1123,2016-05-13,"Meat Processing, Poultry Processing",
M45616+P45616,Tasty Factory Corp,2537 Lee Avenue,South El Monte,CA,91733,(909) 200-4004,,"Meat Processing, Poultry Processing",
G1634,"Taylor Egg Products, Inc.",242 Littleworth Road,Dover,NH,3820,(603) 742-1050,1990-02-28,Egg Product,
M34013+P34013,Taylor Farm - Pacific,1820 N. Mac Arthur Drive Suite 700,Tracy,CA,95376,(209) 835-6300,2010-02-10,"Meat Processing, Poultry Processing",
M34703+P34703,Taylor Farms,199 Sam Ridley Parkway - East,Smyrna,TN,37167,(615) 223-0062,2008-09-11,"Meat Processing, Poultry Processing",
M44818+P44818,"Taylor Farms Florida, Inc.",7520 Chancellor Drive,Orlando,FL,32809,(407) 859-3373,2012-02-13,"Meat Processing, Poultry Processing",
M34513+P34513,"Taylor Farms New Jersey, Inc.",406-A Heron Drive,Swedesboro,NJ,8085,(856) 241-0097,2012-08-21,"Meat Processing, Poultry Processing",Hot Cuisine Inc.
M34834+P34834,Taylor Farms Northwest LLC,8030 S 228th Street Building A,Kent,WA,98032,(206) 764-4499,2015-09-24,"Meat Processing, Poultry Processing",Real Foods LLC
M34733+P34733,"Taylor Farms TX, Inc.",1171 N. Cockrell Hill Rd.,Dallas,TX,75211,(214) 421-1947,2016-01-07,"Meat Processing, Poultry Processing",
M34703A+P34703A,"Taylor Farms, TN",502 Swan Drive,Smyrna,TN,37167,(615) 984-2772,2016-09-21,"Meat Processing, Poultry Processing",
M31599+P31599,Taylor Meat Company,2211 West 2nd Street,Taylor,TX,76574,(512) 365-6358,2003-09-15,"Meat Processing, Meat Slaughter",Taylor Meat Company; Tip-Top Brand Meat Products
M21794+P21794,"Taylor Prepared Foods, Inc",200 North Artesian,Chicago,IL,60612,(312) 432-6800,2012-11-21,"Meat Processing, Poultry Processing","Gourmet Kitchens, Inc.    ; Taylor Prepared Foods"
M17155,Taylor's Mexican Chili Co. Inc,116 S. West Street,Carlinville,IL,62626,(217) 854-8713,2015-04-10,Meat Processing,
M2392,Taylor's Sausage Company,1822 N. Grand,St. Louis,MO,63106,(314) 652-3476,2011-01-10,Meat Processing,
M6172+P6172+V6172,"Taylor's Sausage, Inc.",525 Watkins Street,Cave Junction,OR,97523,(541) 592-4185,2005-03-15,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",
M22029,Taylors Meat Processing,435 Meat Shop Road,Spanishburg,WV,25922,(304) 425-6569,2002-06-28,"Meat Processing, Meat Slaughter",
M18077+P18077,"Tayyib Foods, Inc.",4014 A Glenwood Ave.,Atlanta,GA,30032,(404) 752-6165,2012-07-05,"Meat Processing, Poultry Processing",
I207,TC Trading Company,1755 Boblett Street,Blaine,WA,98230,(360) 332-5656,2016-03-11,Imported Product,TC Trading Company INC
M18073+P18073+V18073,"TC Trading Company, Inc.",1755 Boblett Street,Blaine,WA,98230,(360) 332-5656,1999-10-27,Certification - Export,Hayes Inspection
M45445+P45445,"TCE FoodCo, LLC",8500 S. Western Avenue,Oklahoma City,OK,73139,(405) 632-3325,2015-03-26,"Meat Processing, Poultry Processing",
M6426+P6426+V6426,"Tcm, Inc.,",1314 Fones Road,Olympia,WA,98501,(360) 491-2040,1997-05-07,"Meat Processing, Poultry Processing",America's Choice; Butcher's Choice of Nevada; Chefs Choice; Crown Pacific foods; Gourmet Selectian; Texans Choice; Tri City Meats; Western Boxed Meats; Yummy Foods
M2001,"TDNA, Inc.",631 Taft Ave,Hillside,IL,60162,(708) 449-8200,2002-05-20,Meat Processing,Giorgio's/Minardi Pizza
M3100+V3100,"Team Industrial Services, Inc",5901 Harper Rd,Solon,OH,44139,(440) 498-9494,1983-06-09,Food Inspection,
M20251W+P20251W,"Tecumseh Poultry, LLC",13151 Dovers Street,Waverly,NE,68462,(402) 786-1000,2008-05-29,Poultry Processing,MBA Poultry
P20251,"Tecumseh Poultry, LLC",333 South Third Street,Tecumseh,NE,68450,(402) 335-2501,2007-11-29,"Poultry Processing, Poultry Slaughter",MBA Poultry
M8633,Ted's Meat Market,130 Palumbo Road,Reynoldsville,PA,15851,(814) 653-2147,2009-02-10,"Meat Processing, Meat Slaughter",
M20902+P20902,"Teddy's Tasty Meats, Inc.",6123 Mackay Street,Anchorage,AK,99518,(907) 562-2320,2001-02-15,"Meat Processing, Poultry Processing",
M34062+P34062,"Teets Meat Packing, LLC",210 Pauls Loop,Elkins,WV,26241,(304) 636-9748,2006-05-16,"Meat Processing, Meat Slaughter, Poultry Processing",
M46820+P46820,"Tellen Foods, Corp",3417 Dundalk Avenue,Baltimore,MD,21222,(800) 792-0648,2013-11-12,"Meat Processing, Poultry Processing",
M34420+P34420,Tullys Market & Deli,1425 San Mateo NE,Albuquerque,NM,87110,(505) 255-5370,2007-08-08,Meat Processing,
M1769+P6254+V1769,"Temptee Brand Steak, Inc.",2011 East 58th Avenue,Denver,CO,80216,(303) 292-1577,1995-10-04,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",
M34683,"Tennery Propane, Inc. D/B/A Hardtimes Real Beef Jerky",3533 E. Jenson Rd,El Reno,OK,73036,(580) 497-7695,2009-07-15,Meat Processing,
M6613+P6613+V6613,"Tennesse Valley Packing Co., Inc.",301 1/2 Carter Street,Columbia,TN,38401,(931) 388-2623,2003-06-06,"Meat Processing, Poultry Processing",
M7303+P7303,Tennessee Valley Ham Co. Inc.,1500 Hwy 641 South,Paris,TN,38242,(731) 642-9740,1997-09-18,Meat Processing,Clifty Farm Country Meats
M7303A,"Tennessee Valley Ham Company, Inc.",487 Maysville Rd.,Scottsville,KY,42164,(502) 622-4168,1998-01-12,Meat Processing,Clifty Farm Country Hams
V19625,Terminal Freezers LLC,4231 Profit Suite B,San Antonio,TX,78219,(210) 333-7577,2011-01-24,"Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
M20425+P20425,"Texas Best Beef Jerky, Inc.",7043 Seymour Highway,Wichita Falls,TX,76308,(940) 691-3664,2003-04-09,"Meat Processing, Poultry Processing",Texas Best Meats
M950+P950,Texas Best Protein,5775 FM 2201,Santo,TX,76472,(940) 769-2028,2013-07-23,"Meat Processing, Meat Slaughter, Poultry Processing",Farm to Market Foods; Kennedy Sausage Company
M19765+P19765+V19765,Texas Chaw,1109 North Commerce Street,Caldwell,TX,77836,(979) 567-7448,2016-03-21,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",Chef David's Gourmet; Floyd's Smoked Sausage; Grillers Finest; Shirpa Foods
G31542+V31542,Texas Egg Products LLC,1808 East Hwy 90,Waelder,TX,78959,(830) 788-7792,2007-04-25,"Certification - Export, Egg Product, Voluntary Processing - Egg Products",
M45660+P45660,Texas Food Solutions,25002 Clay Road,Katy,TX,77493,(713) 579-5656,2015-10-20,"Meat Processing, Poultry Processing",
M915+P915,Texas Livestock & Halal Meat Processors,7206 McHard Road,Houston,TX,77053,(281) 437-2600,2011-10-11,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",
M34449+P34449+V34449,Texas Natural Meats,736 US Hwy 320,Lott,TX,76656,(254) 584-0115,2015-10-01,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M236+P236,"Texas Tech University, Gordon W. Davis Meat Science Laboratory",Indiana Avenue and Main Street,Lubbock,TX,79409,(806) 742-2804,2010-09-27,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",
M45886+P45886,TF Foods LLC,8775 Production Ave.,San Diego,CA,92121,(714) 360-7668,,Meat Processing,
M34736+P34736+V34736,TFC Poultry,103 Melby Ave,Ashby,MN,56309,(218) 747-2749,2012-03-14,"Certification - Export, Food Inspection, Meat Processing, Poultry Processing, Poultry Slaughter, Voluntary Slaughter - Poultry",
M5057+P5057,The Alpine Wurst & Meat House,1106 Texas Palmyra Highway,Honesdale,PA,18431,(570) 253-5899,2011-08-08,"Meat Processing, Poultry Processing",
M4440,"The Alps Provision Co., Inc.",22-70 45th Street,Long Island City,NY,11105,(718) 721-4477,2012-02-24,Meat Processing,
M46813,THE AMERICAN PIG,25 MEADOW ROAD,ASHEVILLE,NC,28803,(970) 690-5269,2016-01-14,Meat Processing,
M46814,THE AMERICAN PIG,25 MEADOW ROAD,ASHEVILLE,NC,28803,(970) 690-5269,2016-03-29,Meat Processing,
M46947+P46947,The Applestone Meat Company,4737 Route 209,Accord,NY,12404,(845) 416-3776,2016-02-11,"Meat Processing, Poultry Processing",
M1098,The Beautiful Pig,1010 20th Avenue,Longview,WA,98632,(360) 749-9941,2013-03-29,Meat Processing,
G20729,"The Best Egg Company, LLP",4768 280th Street,Graettinger,IA,51342,(712) 209-2825,2016-06-15,Egg Product,
M45188+P45188,The British Pie Company LLC,115 Canal Street Suite 601,Pooler,GA,31322,(912) 856-4785,2014-05-28,"Meat Processing, Poultry Processing",Pie Society
M45744+P45744+V45744,The BrothFarm LLC,7991 1st Street,Siren,WI,54872,(612) 237-5142,2016-04-27,"Identification - Meat, Meat Processing, Poultry Processing, Voluntary Processing - Meat",Block and Cleaver Artisan Meats
M2508J+P2508J,The Bruss Company,5441 W. Fifth Street,Jacksonville,FL,32254,(904) 693-0688,2012-06-12,"Meat Processing, Poultry Processing","Tyson Fresh Meats, Inc."
M2508+P2508+V2508,The Bruss Company,3548 N. Kostner Ave.,Chicago,IL,60641,(773) 282-2900,2010-07-01,"Food Inspection, Meat Processing",Tyson Fresh Meats
M19252+P19252,THE BUTCHER BLOCK,2482 MARYLAND HIGHWAY,MOUNTAIN LAKE PARK,MD,21550,(301) 334-4140,2015-05-19,"Meat Processing, Meat Slaughter",
M4838+P4838,The Butcher Block Meats,2660 National Avenue,San Diego,CA,92113,(619) 232-9960,2016-05-09,"Meat Processing, Poultry Processing",
M5390+P5390,"The Butcher Block, Inc.",471 Sullivan Street,Claremont,NH,3743,(603) 542-8323,2015-03-25,"Meat Processing, Poultry Processing",North Country Smokehouse
M19278+P19278,The Butcher Shop Inc,1702 Bush River Rd,Columbia,SC,29210,(803) 772-8706,1997-05-15,"Meat Processing, Poultry Processing",
M11+P11,The Butchery Inc.,182 North St,Danvers,MA,1923,(978) 777-3000,2009-03-10,"Meat Processing, Poultry Processing",Butcher's Gourmet LLC.
M45086+P45086,The Centerville Pie Company,895 Mary Dunn Road,Hyannis,MA,2601,(508) 775-3095,2013-08-01,"Meat Processing, Poultry Processing",
M44151+P44151+V44151,The Chop Shop,126 KY 205N,Hazel Green,KY,41332,(606) 662-4262,2015-02-06,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry",The Chop Shop
I27373,The Classic Jerky Company,21655 Trolley Industrial Drive,Taylor,MI,48180,(313) 292-4100,2016-03-08,Imported Product,
M27373+P27373,The Classic Jerky Company,21655 Trolley Industrial Drive,Taylor,MI,48180,(313) 357-9921,2016-02-24,"Meat Processing, Poultry Processing",
M669+P669,"The Daniel Weaver Co., Inc.",1415 Weavertown Road,Lebanon,PA,17046,(717) 274-6100,2016-09-19,"Meat Processing, Poultry Processing",Godshall's Quality Meats; Kutztown Brand; Millside Brand; Weaver's Famous Brand
M33867+P33867,"The Dish, Inc.",1622 Jasper,North Kansas City,MO,64116,(816) 221-3474,2013-08-05,Meat Processing,
M51197+P51197,The Empanada Shop,230 West Avenue 26 Space 209,Los Angeles,CA,90031,(310) 994-4947,2015-10-08,"Meat Processing, Poultry Processing",
M48091+P48091,The Excellence Company,11585 Court House Blvd.,Inver Grove Heights,MN,55076,(651) 438-8834,2014-11-24,"Meat Processing, Poultry Processing",H. Brooks & Company
M44050+P44050,"The Father's Table, LLC",2301 Lake Mary Blvd,Sanford,FL,32773,(407) 324-1200,2010-12-07,"Meat Processing, Poultry Processing",
M39896+P39896,The Fillo Factory,10 Fairway Court,Northvale,NJ,7647,(201) 439-1036,2014-12-02,"Meat Processing, Poultry Processing",
M45625+P45625,The Flying Meatballs LLC,15 McFadden Road,Easton,PA,18045,(800) 441-8362,2016-09-06,"Meat Processing, Poultry Processing",
M31764+P31764,The Global Gourmet LLC,193 Miles Road P.O. Drawer 5,Paxinos,PA,17860,(570) 644-5600,2009-09-23,"Meat Processing, Poultry Processing",
P34124,The Grooms Group LLC,975 Industrial Dr.,Madison,IN,47250,(812) 525-8000,2006-07-15,Poultry Processing,Ladder 51; Mother's Wings
M1251+P9744,The Hain Celestrial Group Inc,700 Old Fernhill Road,West Chester,PA,19380,(610) 719-6300,2007-02-14,"Meat Processing, Poultry Processing", Gluten Free Cafe'; Ethnic Gourmet; Rosetto Pasta; Trader Joe's
M17639+P17639+V17639,The Harris Soup Company,17711 NE Riverside Parkway,Portland,OR,97230,(503) 445-9133,2008-11-17,"Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing, Voluntary Processing - Poultry",Harry's Fresh Foods
V46800,"The Healthway Group, LLC",520 James Street Unit 1C,Lakewood,NJ,8701,(732) 905-1555,2013-05-15,"Identification - Meat, Identification - Poultry",
M1417+P4119,The Hillshire Brands Company,2411 Baumann Ave,San Lorenzo,CA,94580,(510) 276-1300,2015-03-06,"Meat Processing, Poultry Processing","Aidells Sausage Co.; Bryan Foods, Inc.; Galileo Foods; Quality Packing Co.; Sara Lee; Sara Lee Foodservice; The Hillshire Brands Company"
M2435+P2435,The Hillshire Brands Company,N3620 County Highway D,New London,WI,54961,(920) 982-2611,2015-05-21,"Meat Processing, Poultry Processing","Aidells Sausage Co.; Brennan Packing Co., Inc.; Delightful Farms; Delta Valley; Galileo Foods; Golden Island Jerky Company; Prospect Farms; Russer Foods; TSD Sales and Distribution; Tyson Chicken, Inc.; Tyson Deli, Inc.; Tyson Farms, Inc.; Tyson Food Service; Tyson Fresh Meats, Inc.; Tyson Poultry, Inc.; Tyson Prepared Foods, Inc.; Tyson Sales and Distribution, Inc.; Victor F. Weaver Co."
M582+P894,The Hillshire Brands Company,3900 Meacham Boulevard,Haltom City,TX,76117,(817) 427-7700,2015-02-10,"Meat Processing, Poultry Processing","Aidells Sausage Co.; Bryan Foods; Galileo Foods; Hillshire Brands Company; Quality Packing Co.; Sara Lee; Sara Lee Foodservice; Tyson Foods, Inc."
