NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003
McPherson County,SD,050,2,4,46,089,2943893701,38569614,2459,1418,+45.7842491,-099.2114212,2459,2428,2414,1,1,4,3,5,31,31,3,13,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459,25,2434,2414,2405,1,1,4,3,0,20,20,0,0,0,0,1923,1907,1897,1,1,4,2,2,16,16,0,0,0,0,1923,14,1909,1898,1890,1,1,4,2,0,11,11,0,0,0,0,1418,1025,393
Marshall County,SD,050,2,4,46,091,2170582034,124728714,4656,2534,+45.7370535,-097.5808837,4656,4605,3974,7,353,9,0,262,51,50,4,34,3,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4656,317,4339,4295,3938,5,343,9,0,0,44,43,1,0,0,0,3620,3594,3129,4,215,6,0,240,26,26,0,0,0,0,3620,275,3345,3323,3103,2,212,6,0,0,22,22,0,0,0,0,2534,1815,719
Meade County,SD,050,2,4,46,093,8989806533,30728963,25434,11000,+44.6067915,-102.7158636,25434,24701,23405,319,597,165,19,196,733,693,124,381,107,13,34,12,9,1,2,2,2,3,1,1,1,40,0,0,0,25434,773,24661,24018,22951,307,563,162,18,17,643,611,32,0,0,0,19019,18663,17797,230,368,128,15,125,356,344,12,0,0,0,19019,473,18546,18230,17512,219,352,125,14,8,316,307,9,0,0,0,11000,9903,1097
Mellette County,SD,050,2,4,46,095,3385906793,9219683,2048,838,+43.5849297,-100.7605981,2048,1934,814,2,1108,5,0,5,114,114,1,111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,30,2018,1904,805,2,1092,5,0,0,114,114,0,0,0,0,1387,1338,675,2,653,3,0,5,49,49,0,0,0,0,1387,17,1370,1321,669,2,647,3,0,0,49,49,0,0,0,0,838,693,145
Miner County,SD,050,2,4,46,097,1477098731,4196127,2389,1308,+44.0173267,-097.6097898,2389,2369,2337,3,4,9,0,16,20,20,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389,31,2358,2338,2320,3,4,9,0,2,20,20,0,0,0,0,1813,1805,1784,3,4,4,0,10,8,8,0,0,0,0,1813,15,1798,1790,1777,3,4,4,0,2,8,8,0,0,0,0,1308,1032,276
Minnehaha County,SD,050,2,4,46,099,2090501559,17395122,169468,71557,+43.6674723,-096.7957261,169468,165580,149220,6407,4197,2509,133,3114,3888,3666,1233,1152,521,51,337,119,41,6,54,28,9,37,28,40,10,207,9,6,0,169468,6982,162486,159172,146159,6326,3933,2489,76,189,3314,3146,165,3,0,0,126905,125487,115195,3820,2731,1712,89,1940,1418,1358,54,2,4,0,126905,4079,122826,121633,113416,3767,2614,1700,53,83,1193,1149,43,1,0,0,71557,67028,4529
Moody County,SD,050,2,4,46,101,1345204308,3679400,6486,2824,+44.0124293,-096.6760536,6486,6312,5256,33,909,70,0,44,174,174,17,114,18,3,15,3,0,0,0,2,2,0,0,0,0,0,0,0,0,6486,111,6375,6219,5227,33,889,70,0,0,156,156,0,0,0,0,4791,4718,4047,15,574,46,0,36,73,73,0,0,0,0,4791,65,4726,4660,4029,15,570,46,0,0,66,66,0,0,0,0,2824,2554,270
Pennington County,SD,050,2,4,46,103,7191239757,19966766,100948,44949,+44.0023492,-102.8238015,100948,97093,84350,1050,9748,1052,80,813,3855,3570,467,2034,387,37,228,218,32,5,7,49,20,51,17,16,2,270,15,0,0,100948,4044,96904,93681,82438,1013,9042,1041,76,71,3223,3007,204,12,0,0,76111,74301,66090,790,5936,843,56,586,1810,1724,84,2,0,0,76111,2230,73881,72323,64996,772,5620,833,54,48,1558,1495,62,1,0,0,44949,41251,3698
Perkins County,SD,050,2,4,46,105,7434504648,50539670,2982,1739,+45.4833865,-102.4679947,2982,2948,2890,2,38,4,0,14,34,34,5,20,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2982,20,2962,2930,2883,2,35,4,0,6,32,32,0,0,0,0,2343,2326,2282,1,29,3,0,11,17,17,0,0,0,0,2343,18,2325,2309,2276,1,26,3,0,3,16,16,0,0,0,0,1739,1291,448
Potter County,SD,050,2,4,46,107,2230341155,97192749,2329,1500,+45.0642763,-099.9496314,2329,2308,2272,3,20,8,1,4,21,21,3,13,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,17,2312,2291,2260,3,20,7,1,0,21,21,0,0,0,0,1873,1866,1839,2,13,8,1,3,7,7,0,0,0,0,1873,10,1863,1856,1833,2,13,7,1,0,7,7,0,0,0,0,1500,1062,438
Roberts County,SD,050,2,4,46,109,2851684211,89947260,10149,4905,+45.6233973,-096.9475513,10149,9840,6265,11,3506,21,0,37,309,299,11,226,11,2,2,29,2,0,1,4,1,9,0,0,1,10,0,0,0,10149,126,10023,9732,6238,11,3458,21,0,4,291,281,10,0,0,0,7269,7131,4967,7,2112,18,0,27,138,134,4,0,0,0,7269,58,7211,7077,4954,7,2094,18,0,4,134,130,4,0,0,0,4905,3823,1082
Sanborn County,SD,050,2,4,46,111,1474533498,2992621,2355,1172,+44.0210318,-098.0921054,2355,2330,2307,0,6,4,0,13,25,22,4,14,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2355,28,2327,2306,2296,0,6,4,0,0,21,20,1,0,0,0,1842,1833,1813,0,5,4,0,11,9,9,0,0,0,0,1842,19,1823,1815,1806,0,5,4,0,0,8,8,0,0,0,0,1172,975,197
Shannon County,SD,050,2,4,46,113,5423170067,7126231,13586,3593,+43.3419371,-102.5594800,13586,13469,397,4,13036,14,2,16,117,116,0,74,4,1,1,11,0,0,0,14,5,5,0,0,1,1,0,0,0,13586,298,13288,13185,381,4,12784,14,2,0,103,102,1,0,0,0,8244,8173,358,4,7782,11,2,16,71,70,1,0,0,0,8244,161,8083,8018,345,4,7656,11,2,0,65,64,1,0,0,0,3593,3144,449
Spink County,SD,050,2,4,46,115,3895148120,15062276,6415,3139,+44.9310341,-098.3396437,6415,6359,6230,17,78,7,1,26,56,53,8,29,4,1,9,0,0,0,0,1,0,1,0,0,0,3,0,0,0,6415,71,6344,6298,6194,17,77,7,1,2,46,43,3,0,0,0,4818,4794,4720,8,43,5,1,17,24,22,2,0,0,0,4818,42,4776,4757,4700,8,42,5,1,1,19,17,2,0,0,0,3139,2608,531
Stanley County,SD,050,2,4,46,117,3741062251,188383699,2966,1387,+44.4155468,-100.7491628,2966,2884,2670,9,196,4,0,5,82,80,6,64,7,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2966,21,2945,2865,2656,9,196,4,0,0,80,78,2,0,0,0,2245,2209,2084,5,112,3,0,5,36,34,2,0,0,0,2245,14,2231,2195,2075,5,112,3,0,0,36,34,2,0,0,0,1387,1228,159
Sully County,SD,050,2,4,46,119,2607645054,164383562,1373,845,+44.7223250,-100.1313985,1373,1343,1326,1,16,0,0,0,30,30,6,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,12,1361,1340,1323,1,16,0,0,0,21,21,0,0,0,0,1063,1050,1038,1,11,0,0,0,13,13,0,0,0,0,1063,4,1059,1049,1037,1,11,0,0,0,10,10,0,0,0,0,845,610,235
Todd County,SD,050,2,4,46,121,3596342315,5854569,9612,3142,+43.2081724,-100.7172035,9612,9443,921,16,8468,18,0,20,169,163,2,125,0,0,1,18,0,0,0,4,1,12,0,0,0,6,0,0,0,9612,227,9385,9245,913,16,8297,18,0,1,140,134,6,0,0,0,5755,5650,781,13,4832,11,0,13,105,101,4,0,0,0,5755,102,5653,5561,776,13,4760,11,0,1,92,88,4,0,0,0,3142,2780,362
Tripp County,SD,050,2,4,46,123,4176215610,13272789,5644,3072,+43.3497292,-099.8762186,5644,5508,4689,6,788,12,0,13,136,130,8,110,0,1,7,0,0,0,1,1,0,2,0,0,0,6,0,0,0,5644,60,5584,5465,4676,6,769,12,0,2,119,117,2,0,0,0,4321,4252,3758,4,473,9,0,8,69,64,5,0,0,0,4321,28,4293,4233,3751,4,467,9,0,2,60,59,1,0,0,0,3072,2419,653
Turner County,SD,050,2,4,46,125,1598169823,1650289,8347,3939,+43.3086698,-097.1501851,8347,8268,8136,20,66,17,3,26,79,77,13,36,6,4,15,2,0,0,0,0,0,0,1,0,0,2,0,0,0,8347,112,8235,8172,8078,20,52,17,3,2,63,61,2,0,0,0,6363,6332,6267,5,29,11,3,17,31,31,0,0,0,0,6363,62,6301,6275,6230,5,26,11,3,0,26,26,0,0,0,0,3939,3452,487
Union County,SD,050,2,4,46,127,1192797818,17060467,14399,6280,+42.8311064,-096.6508287,14399,14167,13758,95,80,129,11,94,232,228,54,72,47,1,47,2,0,0,2,0,1,0,0,2,0,4,0,0,0,14399,305,14094,13917,13608,89,76,127,11,6,177,173,4,0,0,0,10632,10532,10288,46,45,83,5,65,100,98,2,0,0,0,10632,173,10459,10382,10204,45,43,82,5,3,77,75,2,0,0,0,6280,5756,524
Walworth County,SD,050,2,4,46,129,1835343493,93214930,5438,3003,+45.4276046,-100.0278563,5438,5298,4494,6,775,13,0,10,140,140,11,111,4,3,1,4,0,0,0,4,0,1,0,1,0,0,0,0,0,5438,39,5399,5261,4472,6,769,13,0,1,138,138,0,0,0,0,4234,4166,3677,2,470,9,0,8,68,68,0,0,0,0,4234,23,4211,4143,3664,2,467,9,0,1,68,68,0,0,0,0,3003,2392,611
Yankton County,SD,050,2,4,46,135,1349807412,28629262,22438,9652,+43.0066072,-097.3883388,22438,22116,20829,340,572,117,6,252,322,294,58,143,26,2,41,8,6,0,3,1,2,1,2,1,0,27,1,0,0,22438,614,21824,21554,20563,327,537,115,5,7,270,246,23,1,0,0,17464,17324,16305,305,429,90,6,189,140,127,13,0,0,0,17464,409,17055,16934,16127,294,415,88,5,5,121,110,11,0,0,0,9652,8770,882
Ziebach County,SD,050,2,4,46,137,5079670231,24212483,2801,987,+44.9816662,-101.6692245,2801,2718,610,6,2097,2,0,3,83,83,0,60,0,0,5,12,0,0,0,4,0,1,0,0,1,0,0,0,0,2801,87,2714,2638,607,6,2023,2,0,0,76,76,0,0,0,0,1706,1671,473,6,1187,2,0,3,35,35,0,0,0,0,1706,29,1677,1645,473,6,1164,2,0,0,32,32,0,0,0,0,987,836,151
Anderson County,TN,050,3,6,47,001,873245292,19771988,75129,34717,+36.1167307,-084.1954177,75129,73671,69065,2847,239,803,18,699,1458,1377,559,471,176,18,86,26,18,2,8,4,1,0,5,2,1,74,6,1,0,75129,1768,73361,72041,68134,2817,211,796,15,68,1320,1249,66,5,0,0,58665,58004,54648,2058,193,622,17,466,661,620,38,2,1,0,58665,1126,57539,56935,54065,2038,178,615,14,25,604,570,33,1,0,0,34717,31253,3464
Bedford County,TN,050,3,6,47,003,1226710123,2983154,45058,18360,+35.5136604,-086.4582939,45058,44126,36848,3564,167,350,47,3150,932,897,369,149,61,7,261,9,6,2,16,2,1,9,3,1,1,34,0,1,0,45058,5083,39975,39340,35389,3437,96,339,30,49,635,606,28,0,1,0,32989,32639,27711,2641,113,242,28,1904,350,338,11,0,1,0,32989,2927,30062,29845,26914,2585,71,235,22,18,217,208,8,0,1,0,18360,16530,1830
Benton County,TN,050,3,6,47,005,1020822586,109009079,16489,8975,+36.0692530,-088.0712118,16489,16264,15737,321,71,62,0,73,225,218,55,87,19,2,32,2,8,0,2,1,0,1,5,4,0,7,0,0,0,16489,291,16198,16025,15563,321,68,62,0,11,173,166,7,0,0,0,13108,12990,12600,242,53,49,0,46,118,116,2,0,0,0,13108,172,12936,12837,12492,242,51,49,0,3,99,97,2,0,0,0,8975,7063,1912
Bledsoe County,TN,050,3,6,47,007,1052635810,838365,12876,5718,+35.5936682,-085.2059790,12876,12719,12048,470,55,17,3,126,157,152,40,73,12,3,16,1,5,0,1,0,0,0,0,1,0,5,0,0,0,12876,255,12621,12482,11936,469,52,17,3,5,139,134,5,0,0,0,10108,10018,9466,409,43,8,3,89,90,86,4,0,0,0,10108,172,9936,9851,9388,408,41,8,3,3,85,81,4,0,0,0,5718,4697,1021
Blount County,TN,050,3,6,47,009,1447041818,20307831,123010,55266,+35.6881849,-083.9229731,123010,121084,114993,3380,429,875,32,1375,1926,1824,602,675,239,21,180,27,8,2,32,6,1,7,7,14,3,83,16,3,0,123010,3441,119569,117916,113240,3314,365,863,25,109,1653,1570,69,11,3,0,95634,94663,90318,2482,317,629,24,893,971,919,44,6,2,0,95634,2156,93478,92640,89230,2446,290,618,19,37,838,794,38,4,2,0,55266,49265,6001
Bradley County,TN,050,3,6,47,011,851489045,6959355,98963,41395,+35.1539144,-084.8594137,98963,97197,89386,4219,330,837,57,2368,1766,1672,577,508,155,28,260,28,14,7,48,1,5,10,2,25,4,79,10,5,0,98963,4664,94299,92930,87589,4116,247,821,45,112,1369,1297,64,5,3,0,76227,75389,69706,3120,273,666,30,1594,838,781,49,5,3,0,76227,2991,73236,72571,68565,3054,203,655,25,69,665,618,40,4,3,0,41395,37947,3448
Campbell County,TN,050,3,6,47,013,1243689525,46503453,40716,19966,+36.4015922,-084.1592495,40716,40283,39778,125,106,103,20,151,433,411,68,260,33,7,26,1,4,0,0,2,0,3,1,5,1,21,1,0,0,40716,472,40244,39846,39510,117,101,103,10,5,398,380,17,1,0,0,31767,31467,31114,93,83,71,10,96,300,285,14,1,0,0,31767,284,31483,31201,30950,90,82,71,6,2,282,269,12,1,0,0,19966,16354,3612
Cannon County,TN,050,3,6,47,015,687991703,156872,13801,6037,+35.8083940,-086.0624044,13801,13619,13325,168,27,19,9,71,182,177,44,99,12,0,20,0,0,0,0,1,0,0,1,0,0,4,1,0,0,13801,210,13591,13421,13190,167,26,19,9,10,170,165,4,1,0,0,10700,10600,10368,144,20,14,6,48,100,95,4,1,0,0,10700,127,10573,10479,10290,143,19,14,6,7,94,89,4,1,0,0,6037,5472,565
Carroll County,TN,050,3,6,47,017,1552055889,2144122,28522,13184,+35.9678963,-088.4516591,28522,28058,24755,2879,113,56,12,243,464,452,245,114,19,4,43,7,3,3,9,3,0,1,0,1,0,9,3,0,0,28522,595,27927,27514,24455,2851,108,51,8,41,413,402,8,3,0,0,22269,22104,19560,2250,86,47,10,151,165,161,4,0,0,0,22269,359,21910,21759,19384,2229,83,45,8,10,151,147,4,0,0,0,13184,11507,1677
Carter County,TN,050,3,6,47,019,883711484,16656931,57424,27746,+36.2847441,-082.1265932,57424,56754,55335,760,116,181,8,354,670,629,222,252,63,13,54,3,3,5,4,2,0,1,4,2,1,37,4,0,0,57424,890,56534,55939,54849,743,110,180,8,49,595,558,35,2,0,0,45892,45535,44472,606,90,145,7,215,357,335,19,3,0,0,45892,523,45369,45043,44188,593,87,144,7,24,326,306,18,2,0,0,27746,24197,3549
Cheatham County,TN,050,3,6,47,021,783308267,11964151,39105,15663,+36.2551800,-087.1008163,39105,38616,37374,564,128,140,15,395,489,454,137,182,73,13,37,3,0,0,1,1,0,2,0,4,1,31,4,0,0,39105,910,38195,37764,36914,552,115,139,13,31,431,401,26,4,0,0,29353,29100,28187,441,107,97,10,258,253,236,16,1,0,0,29353,581,28772,28550,27904,431,96,96,8,15,222,207,14,1,0,0,15663,14520,1143
Chester County,TN,050,3,6,47,023,740052043,575590,17131,6980,+35.4166392,-088.6055046,17131,16860,15021,1569,72,60,2,136,271,259,127,74,19,0,15,14,1,0,7,0,1,0,0,1,0,12,0,0,0,17131,343,16788,16538,14837,1561,65,53,2,20,250,240,10,0,0,0,13141,13026,11747,1101,55,42,2,79,115,106,9,0,0,0,13141,212,12929,12826,11637,1095,48,38,2,6,103,95,8,0,0,0,6980,6208,772
Claiborne County,TN,050,3,6,47,025,1125555951,18116086,32213,14859,+36.5015565,-083.6607235,32213,31840,31224,282,94,166,5,69,373,359,74,198,28,8,29,0,5,0,0,2,1,2,9,3,0,14,0,0,0,32213,265,31948,31609,31051,280,91,165,5,17,339,325,14,0,0,0,25438,25211,24754,251,76,81,5,44,227,220,7,0,0,0,25438,175,25263,25051,24632,249,74,80,5,11,212,205,7,0,0,0,14859,12853,2006
Clay County,TN,050,3,6,47,027,612626617,59071040,7861,4282,+36.5457651,-085.5457178,7861,7769,7589,104,21,7,1,47,92,86,26,38,5,2,7,2,0,0,0,0,0,0,0,0,6,6,0,0,0,7861,126,7735,7651,7524,100,16,7,1,3,84,78,6,0,0,0,6220,6167,6030,81,17,5,1,33,53,48,5,0,0,0,6220,88,6132,6084,5985,79,14,5,1,0,48,43,5,0,0,0,4282,3358,924
Cocke County,TN,050,3,6,47,029,1125518964,22196995,35662,17459,+35.9161984,-083.1192234,35662,35059,33911,669,136,110,24,209,603,574,211,262,22,12,44,6,1,0,6,2,0,3,3,2,0,29,0,0,0,35662,628,35034,34505,33598,659,113,105,19,11,529,516,13,0,0,0,28011,27699,26892,489,94,78,18,128,312,305,7,0,0,0,28011,370,27641,27360,26704,485,83,74,13,1,281,276,5,0,0,0,17459,14788,2671
Coffee County,TN,050,3,6,47,031,1110993322,14496456,52796,23434,+35.4887586,-086.0782188,52796,51837,48561,1845,166,452,22,791,959,914,407,244,95,16,108,4,5,2,14,1,1,8,0,6,3,42,2,1,0,52796,2007,50789,49993,47539,1820,145,449,17,23,796,758,36,1,1,0,39936,39547,37274,1326,132,331,18,466,389,365,22,1,1,0,39936,1132,38804,38466,36684,1309,120,328,15,10,338,319,17,1,1,0,23434,20926,2508
Crockett County,TN,050,3,6,47,033,687731312,529234,14586,6425,+35.8113116,-089.1353494,14586,14371,11478,1843,19,25,4,1002,215,207,98,42,11,4,34,13,0,1,4,0,0,0,0,0,0,8,0,0,0,14586,1274,13312,13147,11253,1837,12,25,4,16,165,158,7,0,0,0,11015,10933,8904,1418,14,18,3,576,82,76,6,0,0,0,11015,736,10279,10214,8767,1414,10,18,3,2,65,59,6,0,0,0,6425,5709,716
Cumberland County,TN,050,3,6,47,035,1763847584,9825917,56053,28151,+35.9523984,-084.9947614,56053,55492,54266,161,173,238,37,617,561,527,64,280,63,7,80,2,1,0,8,0,9,7,2,0,4,28,5,1,0,56053,1307,54746,54285,53712,146,145,237,24,21,461,440,17,4,0,0,45374,45020,44192,108,140,173,26,381,354,336,15,2,1,0,45374,791,44583,44274,43847,103,124,172,17,11,309,297,11,1,0,0,28151,23791,4360
Davidson County,TN,050,3,6,47,037,1305438546,56749226,626681,283978,+36.1691287,-086.7847898,626681,611038,385039,173730,2091,19027,394,30757,15643,14542,4658,2060,2947,208,2352,624,413,109,543,76,4,100,81,284,83,1013,75,12,1,626681,61117,565564,553764,359883,172075,1450,18878,293,1185,11800,10983,774,36,6,1,490290,481858,319913,125682,1668,14584,302,19709,8432,7811,571,41,8,1,490290,39670,450620,444352,303131,124599,1235,14483,230,674,6268,5780,463,18,6,1,283978,259499,24479
Decatur County,TN,050,3,6,47,039,864654041,28588845,11757,6873,+35.6034221,-088.1073838,11757,11612,11139,338,26,25,6,78,145,139,34,49,8,7,30,2,0,0,0,0,0,0,0,3,6,5,0,1,0,11757,308,11449,11339,10947,337,23,25,6,1,110,104,5,0,1,0,9232,9145,8791,260,20,21,6,47,87,83,3,0,1,0,9232,179,9053,8986,8680,260,19,21,6,0,67,63,3,0,1,0,6873,4927,1946
DeKalb County,TN,050,3,6,47,041,788253896,63816416,18723,9405,+35.9822204,-085.8335963,18723,18485,17352,250,35,49,2,797,238,229,49,92,8,8,48,11,0,0,2,0,1,8,0,2,0,8,1,0,0,18723,1239,17484,17314,16980,233,35,48,2,16,170,166,3,1,0,0,14432,14305,13515,192,33,32,2,531,127,122,5,0,0,0,14432,808,13624,13527,13274,181,33,31,2,6,97,95,2,0,0,0,9405,7420,1985
Dickson County,TN,050,3,6,47,043,1268824458,3688818,49666,20820,+36.1455325,-087.3641546,49666,48765,45611,2056,172,226,16,684,901,851,394,252,61,12,90,7,0,1,11,0,0,5,1,16,1,48,2,0,0,49666,1573,48093,47332,44880,2035,161,201,15,40,761,727,32,2,0,0,37229,36868,34626,1521,134,155,13,419,361,338,21,2,0,0,37229,949,36280,35984,34174,1509,127,146,13,15,296,283,11,2,0,0,20820,19107,1713
Dyer County,TN,050,3,6,47,045,1326920403,36780572,38335,16703,+36.0541962,-089.3983056,38335,37648,31432,5477,82,189,13,455,687,664,324,162,33,5,97,24,4,0,9,1,0,1,0,4,0,22,1,0,0,38335,1002,37333,36764,31044,5433,72,188,8,19,569,551,17,1,0,0,28783,28515,24356,3670,66,141,9,273,268,256,11,1,0,0,28783,573,28210,27986,24131,3647,58,140,7,3,224,213,10,1,0,0,16703,15183,1520
Fayette County,TN,050,3,6,47,047,1825386659,3762451,38413,15669,+35.1969933,-089.4138027,38413,38071,26578,10784,106,186,3,414,342,325,102,94,61,4,31,13,8,0,4,0,0,0,5,2,1,11,1,5,0,38413,858,37555,37253,26193,10742,106,186,3,23,302,287,10,0,5,0,29535,29357,20974,7939,84,133,3,224,178,167,7,1,3,0,29535,500,29035,28875,20734,7912,84,133,3,9,160,151,6,0,3,0,15669,14505,1164
Fentress County,TN,050,3,6,47,049,1291399079,829338,17959,8961,+36.3760785,-084.9327026,17959,17800,17623,31,44,38,4,60,159,153,21,96,14,2,16,1,0,0,2,0,0,0,0,1,0,4,0,2,0,17959,189,17770,17630,17522,26,42,34,4,2,140,134,4,0,2,0,13805,13698,13589,17,29,24,3,36,107,101,4,0,2,0,13805,108,13697,13595,13527,13,27,23,3,2,102,96,4,0,2,0,8961,7250,1711
Franklin County,TN,050,3,6,47,051,1436257485,54890094,41052,18697,+35.1559259,-086.0992032,41052,40340,37260,2109,144,299,23,505,712,683,220,280,61,14,80,5,8,4,4,0,0,2,1,3,1,27,1,1,0,41052,1029,40023,39406,36839,2086,137,299,19,26,617,594,22,1,0,0,32093,31723,29378,1669,116,239,17,304,370,357,11,1,1,0,32093,632,31461,31143,29114,1655,111,239,14,10,318,308,9,1,0,0,18697,16011,2686
Gibson County,TN,050,3,6,47,053,1561094821,2353199,49683,21999,+35.9916941,-088.9337756,49683,49016,38988,9340,107,106,6,469,667,633,324,152,29,2,81,21,10,1,9,1,0,0,0,3,0,30,3,1,0,49683,1012,48671,48108,38571,9307,98,106,4,22,563,535,25,3,0,0,37284,37033,29976,6638,76,69,4,270,251,235,12,3,1,0,37284,579,36705,36495,29731,6616,72,69,2,5,210,196,11,3,0,0,21999,19690,2309
Giles County,TN,050,3,6,47,055,1582292854,642569,29485,13844,+35.2027228,-087.0353190,29485,28895,25480,3012,102,113,11,177,590,571,270,183,43,4,37,6,3,0,12,4,0,0,6,2,1,18,1,0,0,29485,471,29014,28473,25221,3006,95,111,7,33,541,526,14,1,0,0,22976,22735,20097,2352,87,84,7,108,241,230,10,1,0,0,22976,305,22671,22453,19925,2347,83,82,5,11,218,207,10,1,0,0,13844,11875,1969
Grainger County,TN,050,3,6,47,057,726751601,56614954,22657,10894,+36.2774634,-083.5094926,22657,22432,21978,107,46,24,3,274,225,222,60,124,16,2,17,1,0,0,0,0,0,0,0,0,2,3,0,0,0,22657,530,22127,21924,21753,101,36,24,3,7,203,201,2,0,0,0,17609,17477,17164,86,37,22,2,166,132,129,3,0,0,0,17609,308,17301,17177,17036,82,32,22,2,3,124,122,2,0,0,0,10894,9029,1865
Greene County,TN,050,3,6,47,059,1611399661,5056718,68831,32025,+36.1789979,-082.8477460,68831,68008,65358,1373,166,251,21,839,823,766,250,305,44,11,110,14,4,2,5,0,0,1,7,7,6,55,1,1,0,68831,1690,67141,66438,64637,1355,150,249,11,36,703,653,49,1,0,0,54248,53825,51894,1085,136,175,12,523,423,389,32,1,1,0,54248,1005,53243,52872,51476,1074,125,173,8,16,371,341,29,1,0,0,32025,28018,4007
Grundy County,TN,050,3,6,47,061,933778866,1522451,13703,6397,+35.3872730,-085.7221882,13703,13551,13394,37,65,24,1,30,152,148,9,115,8,1,14,0,0,0,1,0,0,0,0,0,0,3,1,0,0,13703,113,13590,13449,13321,36,63,24,1,4,141,137,3,1,0,0,10535,10420,10298,31,52,21,1,17,115,112,2,1,0,0,10535,67,10468,10356,10252,30,51,21,1,1,112,109,2,1,0,0,6397,5405,992
Hamblen County,TN,050,3,6,47,063,417450989,37877929,62544,26963,+36.2183967,-083.2660711,62544,61299,54163,2527,209,466,71,3863,1245,1160,524,221,88,18,243,24,10,1,6,1,3,8,5,4,4,78,3,4,0,62544,6711,55833,54908,51846,2394,100,448,67,53,925,858,60,3,4,0,47804,47213,42407,1907,142,337,47,2373,591,547,40,1,3,0,47804,4017,43787,43367,41048,1838,78,324,45,34,420,382,34,1,3,0,26963,24560,2403
Hamilton County,TN,050,3,6,47,065,1404890184,86631783,336463,151107,+35.1591860,-085.2022955,336463,330786,248716,67900,1165,5912,296,6797,5677,5311,1799,1337,769,77,561,208,92,42,120,7,1,156,22,96,24,344,17,5,0,336463,14993,321470,316855,242154,67483,817,5855,150,396,4615,4316,282,12,5,0,263852,260953,201402,49492,888,4490,204,4477,2899,2696,186,12,5,0,263852,9866,253986,251596,196974,49212,668,4445,109,188,2390,2226,150,9,5,0,151107,136682,14425
Hancock County,TN,050,3,6,47,067,575858117,2984311,6819,3624,+36.5214195,-083.2274526,6819,6741,6682,24,19,7,0,9,78,69,20,36,5,0,2,5,0,0,0,1,0,0,0,0,0,5,3,1,0,6819,13,6806,6728,6673,24,19,7,0,5,78,69,5,3,1,0,5323,5266,5219,16,19,6,0,6,57,49,4,3,1,0,5323,10,5313,5256,5211,16,19,6,0,4,57,49,4,3,1,0,3624,2825,799
Hardeman County,TN,050,3,6,47,069,1729510170,6768412,27253,10851,+35.2181307,-088.9890374,27253,26988,15379,11281,61,147,0,120,265,240,109,67,15,1,16,15,11,2,1,0,0,0,0,3,0,24,0,1,0,27253,376,26877,26644,15197,11228,56,145,0,18,233,208,24,0,1,0,21476,21343,12535,8583,48,105,0,72,133,120,12,0,1,0,21476,240,21236,21115,12414,8549,44,103,0,5,121,108,12,0,1,0,10851,9301,1550
Hardin County,TN,050,3,6,47,071,1495246952,49148746,26026,13946,+35.2018926,-088.1856958,26026,25634,24384,896,79,102,7,166,392,383,163,155,18,2,37,4,0,0,0,2,1,0,1,0,0,9,0,0,0,26026,497,25529,25183,24110,888,69,102,7,7,346,337,9,0,0,0,20381,20187,19236,691,71,71,5,113,194,188,6,0,0,0,20381,321,20060,19891,19063,689,61,71,5,2,169,163,6,0,0,0,13946,10643,3303
Hawkins County,TN,050,3,6,47,073,1261259454,32691660,56833,26870,+36.4522060,-082.9313857,56833,56205,54817,740,119,278,11,240,628,596,171,272,56,11,60,6,2,1,0,2,0,10,0,5,0,32,0,0,0,56833,669,56164,55594,54453,735,100,277,8,21,570,540,30,0,0,0,44143,43781,42787,569,87,198,6,134,362,341,21,0,0,0,44143,381,43762,43426,42569,566,76,197,6,12,336,315,21,0,0,0,26870,23343,3527
